link,isbn,annotation,bbk,ydk,bibl_record
https://znanium.com/catalog/document?id=396970,978-5-7782-4324-8,"Учебное пособие предназначено для преподавателей и специалистов образовательных организаций, применяющих цифровые (электронные) технологии в учебном процессе, а также для всех интересующихся современными технологиями обучения. В пособии акцент сделан на освоении преподавателями новых цифровых компетенций, расширении кругозора в вопросах освоения и выбора новых образовательных методик, технологий и ИКТ-средств, появившихся в настоящее время и реализующихся в учебном процессе.","[['3297', 'Вычислительная техника'], ['744', 'Образование взрослых. Педагогика взрослых']]","[['004', 'Информационные технологии. Вычислительная техника...'], ['370', 'Общие вопросы образования, воспитания, обучения']]","Леган, М. В. Современные цифровые технологии и методики в профессиональной деятельности преподавателя : учебное пособие / М. В. Леган. - Новосибирск : Изд-во НГТУ, 2020. - 71 с. - ISBN 978-5-7782-4324-8. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866927 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396969,978-5-7782-3939-5,"В учебном пособии сначала дается теоретическая часть, а затем посредством несложных заданий предлагается изучить основные аспекты создания веб-сайта и применить полученные знания при создании собственной веб-программы, реализовав отсутствующий в CMS модуль. Также в учебном пособии даны примеры решения часто встречающихся задач.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Вагин, Д. В. Современные технологии разработки веб-приложений : учебное пособие / Д. В. Вагин, Р. В. Петров. - Новосибирск : Изд-во НГТУ, 2019. - 52 с. - ISBN 978-5-7782-3939-5. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866926 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396967,978-5-7782-3731-5,"Учебное пособие разработано на основе материалов лекций и лабораторных занятий по курсам «Прикладные протоколы Интернета» и «Информационные сети», проводимых на факультете Автоматики и
вычислительной техники ФГБОУ ВО «НГТУ». Пособие, прежде всего, предназначено для подготовки специалистов и бакалавров по направлениям «Информатика и вычислительная техника» и «Программная инженерия». Кроме того, изложенный материал может быть успешно использован в процессе подготовки к олимпиадам и конкурсам в области сетевых информационных технологий.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Мищенко, П. В. Сетевые службы FTP и DNS : учебное пособие / П. В. Мищенко. - Новосибирск : Изд-во НГТУ, 2018. - 66 с. - ISBN 978-5-7782-3731-5. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866924 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396966,978-5-7782-4341-5,"Учебное пособие по курсу «Сетевые информационные технологии» содержит описание инструментальных средств для моделирования и анализа трафика компьютерных сетей, а также описание протоколов стека TCP/IP, некоторых прикладных протоколов и примеры учебных программ для изучения протоколов. Предназначено для магистрантов, обучающихся по направлениям 01.04.02 «Прикладная математика и информатика», 02.04.03 «Математическое обеспечение и администрирование информационных систем» и может быть полезным студентам всех направлений для углубленного изучения принципов функционирования компьютерных сетей.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Кобылянский, В. Г. Сетевые информационные технологии. Моделирование и основные протоколы компьютерных сетей : учебное пособие / В. Г. Кобылянский. - Новосибирск : Изд-во НГТУ, 2021. - 131 с. - ISBN 978-5-7782-4341-5. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866923 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396965,978-5-7782-3714-8,"Цель пособия - усовершенствование текущей программы обучения дисциплине «Корпоративные информационные системы», а также получение студентами дополнительных знаний и практического
опыта разработки собственной конфигурации в среде «1С: Предприятие 8.3. Учебная версия». Методы исследования и технологии разработки - изучение основных механизмов встроенного языка «1С», ключевых бизне-спроцессов, которые происходят в экономической деятельности предприятия. Область применения - использование студентами в учебном процессе НГТУ кафедры «Система сборки и обработки», а также работниками предприятий с целью повышения квалификации специалистов информационных технологий.","[['3297', 'Вычислительная техника'], ['6505', 'Управление экономикой. Экономическая статистика. Учет. Экономический анализ']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Марченко, И. О. Разработка системы управления предприятием на платформе «1С: Предприятие 8.3» : учебно-методическое пособие / И. О. Марченко, М. Л. Перевертайло. - Новосибирск : Изд-во НГТУ, 2018. - 116 с. - ISBN 978-5-7782-3714-8. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866922 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396964,978-5-7782-4170-1,"Настоящее пособие предназначено для изучения основных типов программных коллекций, хранящих множества данных, фундаментальных структур данных и алгоритмов управления ими. Также в пособии предлагается к применению технология проектирования и программирования коллекций, основывающаяся на объектно-ориентированном подходе в программировании.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Романенко, Т. А. Разработка программных коллекций данных : учебное пособие / Т. А. Романенко. - Новосибирск : Изд-во НГТУ, 2020. - 116 с. - ISBN 978-5-7782-4170-1. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866921 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396963,978-5-7782-3893-0,"В учебном пособии рассматриваются основные этапы разработки программных продуктов с позиции системного подхода в рамках каскадной модели. Цели разработки на каждом этапе определены в соответствии с требованиями профессиональных стандартов. В соответствии с целями спроектирована индивидуальная и командная работа на каждом этапе, сформулированы критерии оценки, приведены образцы выполнения работы, представлены инструменты для самооценки качества результатов разработки. Материалы учебного пособия по дисциплине «Информатика» адресованы студентам первого курса факультета автоматики и вычислительной техники (направление 09.03.01 «Информатика и вычислительная техника»), а также всем, кто интересуется вопросами организации
эффективной разработки программных продуктов различного назначения.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Лауферман, О. В. Разработка программного продукта: профессиональные стандарты, жизненный цикл, командная работа : учебное пособие / О. В. Лауферман, Н. И. Лыгина. - Новосибирск : Изд-во НГТУ, 2019. - 75 с. - ISBN 978-5-7782-3893-0. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866920 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396962,978-5-7782-3763-6,В данном учебном пособии рассмотрены основные возможности разработки консольных приложений в среде Microsoft Visual Studio 2017. Пособие предназначено для студентов I курса ФПМИ направления 01.03.02 - Прикладная математика и информатика и направления 02.03.03 - Математическое и программное обеспечение и администрирование информационных систем.,"[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Тракимус, Ю. В. Разработка консольных приложений с помощью Microsoft Visual Studio 2017 : учебное пособие / Ю. В. Тракимус. - Новосибирск : Изд-во НГТУ, 2018. - 64 с. - ISBN 978-5-7782-3763-6. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866919 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396961,978-5-7782-3780-3,"Пособие разработано в соответствии с требованиями образовательного стандарта для студентов, обучающихся по направлению 29.03.04 «Технология художественной обработки материалов». Рассмотрены основы проектирования объектов в программной среде 3ds Max. Структура учебного пособия включает в себя три блока: моделирование, текстурирование и визуализацию. Каждая тема сопровождается практическим заданием для лучшего усвоения материала.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Ложкина, Е. А. Проектирование в среде 3ds Max : учебное пособие / Е. А. Ложкина, В. С. Ложкин. - Новосибирск : Изд-во НГТУ, 2019. - 180 с. - ISBN 978-5-7782-3780-3. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866918 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396960,978-5-7782-3754-4,"В учебном пособии рассмотрены основы программирования интерфейсов пользователя в ОС WINDOWS с использованием Windows API, Windows Forms, WPF и UWP. Предлагаемые в конце каждого
раздела задания позволяют глубже ознакомиться с возможностями описанных в разделе технологий. Пособие рекомендуется студентам старших курсов ФПМИ.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Рояк, М. Э. Программирование под Windows графических интерфейсов пользователя : учебное пособие / М. Э. Рояк, И. М. Ступаков. - Новосибирск : Изд-во НГТУ, 2018. - 72 с. - ISBN 978-5-7782-3754-4. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866917 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396959,978-5-7782-3679-0,"Учебное пособие представляет собой первую часть курса программирования на языке ассемблера, в нем рассматриваются основы языка ассемблера, а также интерфейс с языком С++. Учебное пособие предназначено для студентов, обучающихся по направлениям «Прикладная математика и информатика» и «Математическое обеспечение и администрирование информационных систем».","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Лисицин, Д. В. Программирование на языке ассемблера : учебное пособие / Д. В. Лисицин. - Новосибирск : Изд-во НГТУ, 2018. - 100 с. - ISBN 978-5-7782-3679-0. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866916 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396958,978-5-7782-4215-9,"Язык программирования общего назначения Python широко применяется в настоящее время в различных областях. Учебное пособие предназначено для студентов, обучающихся по направлению «Электроэнергетика и электротехника». Может быть полезно студентам для подготовки курсовых и квалификационных работ, а также магистрантам и аспирантам при проведении научных исследований. Практическая часть ориентирована на выполнение наиболее часто встречающихся математических задач.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Шевченко, Л. Г. Программирование на PYTHON в среде IDLE : учебное пособие / Л. Г. Шевченко, Т. В. Дружинина. - Новосибирск : Изд-во НГТУ, 2020. - 195 с. - ISBN 978-5-7782-4215-9. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866915 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396957,978-5-7782-3890-9,"В учебном пособии изложены основные сведения об интерфейсах прикладного программирования вообще и Win32 API в частности, описаны методы и средства разработки многозадачного и многопоточного программного обеспечения в операционных системах семейства Windows, а также средства межзадачной и межпоточной коммуникации: анонимные и именованные каналы, почтовые ящики, отображаемые на память файлы, события, семафоры, взаимные исключения. Кроме того, кратко обсуждаются средства коммуникации процессов по сети, а также особенности взаимодействия приложений и системных служб. Предназначено для студентов II курса, обучающихся по направлениям 27.03.04 «Управление в технических системах» и 09.03.01 «Информатика и вычислительная техника», также может быть полезно студентам других технических специальностей, связанных с разработкой многозадачного и многопоточного программного обеспечения в среде операционных систем семейства Windows.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Гунько, А. В. Программирование (в среде Windows) : учебное пособие / А. В. Гунько. - Новосибирск : Изд-во НГТУ, 2019. - 155 с. - ISBN 978-5-7782-3890-9. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866914 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396954,978-5-7782-3642-4,"В учебном пособии приводится описание прикладного программного интерфейса POSIX Threads, рассматриваются примеры разработки и отладки параллельных программ на его основе, содержится лабораторный практикум.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Арыков, С. Б. Параллельное программирование над общей памятью. POSIX Threads : учебное пособие / С. Б. Арыков, М. А. Городничев, Г. А. Щукин. - Новосибирск : Изд-во НГТУ, 2018. - 87 с. - ISBN 978-5-7782-3642-4. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866911 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396953,978-5-7782-3796-4,"В учебном пособии приводится описание прикладного программного интерфейса OpenMP, рассматриваются примеры разработки, отладки и оптимизации параллельных программ на его основе, содержится лабораторный практикум.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Арыков, С. Б. Параллельное программирование над общей памятью. OpenMP : учебное пособие / С. Б. Арыков, М. А. Городничев, Г. А. Щукин. - Новосибирск : Изд-во НГТУ, 2019. - 95 с. - ISBN 978-5-7782-3796-4. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866910 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396951,978-5-7782-4089-6,"В учебном пособии подробно рассмотрены все этапы решения задач по основам программирования, приведены рекомендации по выполнению и варианты практических заданий. Предназначено для студентов I курса ФПМИ направлений 01.03.02 - Прикладная математика и информатика; 02.03.03 - Математическое обеспечение и администрирование информационных систем.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Тракимус, Ю. В. Основы программирования : учебное пособие / Ю. В. Тракимус, В. П. Хиценко. - Новосибирск : Изд-во НГТУ, 2020. - 66 с. - ISBN 978-5-7782-4089-6. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866908 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396950,978-5-7782-4193-0,"В пособии описаны базовые инструменты системы графического моделирования КОМПАС. Рассмотрены команды для создания и редактирования трехмерных моделей деталей, сборочных единиц, а также команды для оформления конструкторской документации. После описания инструментов системы КОМПАС приводится серия практических работ по моделированию приспособления для закрепления пройденного материала. Предназначено для студентов, обучающихся по всем инженерно-техническим направлениям и специальностям.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Баянов, Е. В. Моделирование в системе КОМПАС-3Д. Базовый уровень : учебное пособие / Е. В. Баянов. - Новосибирск : Изд-во НГТУ, 2020. - 88 с. - ISBN 978-5-7782-4193-0. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866907 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396949,978-5-7782-4308-8,"В данном учебном пособии рассмотрены элементы теории освещения в компьютерной графики, включая модели локального освещения и алгоритмы затенения. Также рассмотрены и соответствующие функции графической библиотеки OpenGL, приведены соответствующие примеры. Пособие может быть рекомендовано как для самостоятельного изучения курса «Компьютерная графика», так и для подготовки к практическим и расчетно-графическим заданиям.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Задорожный, А. Г. Модели освещения и алгоритмы затенения в компьютерной графике : учебное пособие / А. Г. Задорожный. - Новосибирск : Изд-во НГТУ, 2020. - 80 с. - ISBN 978-5-7782-4308-8. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866906 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396947,978-5-7782-3749-0,"Предлагаемое учебное пособие содержит описание широкого спектра моделей баз данных: дореляционных, реляционных, постреляционных, в том числе моделей класса NoSQL. Несмотря на то что
реляционная модель в настоящее время является доминирующей, каждая из этих моделей занимает свою нишу в области информационных технологий при решении задач обработки данных.
Включенный в пособие материал входит в программы курсов лекций «Технологии баз данных» (02.03.03), «Базы данных и экспертные системы» (01.03.02), «Современные технологии баз данных»
(02.04.03), читаемых студентам факультета прикладной математики и информатики. Учебное пособие может быть полезно также специалистам, занимающимся информационными технологиями и самостоятельно осваивающим вопросы разработки баз данных.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Аврунев, О. Е. Модели баз данных : учебное пособие / О. Е. Аврунев, В. М. Стасышин. - Новосибирск : Изд-во НГТУ, 2018. - 124 с. - ISBN 978-5-7782-3749-0. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866904 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396946,978-5-7782-4104-6,"В пособии содержатся базовые теоретические сведения, а также информация из технической документации на оборудование, используемое при проведении лабораторных работ. Рассматриваются основы работы с интерфейсами телекоммуникационного оборудования. Предназначено для студентов, занимающихся изучением компьютерных сетей и сетевых технологий.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Артюшенко, В. В. Компьютерные сети и телекоммуникации : учебно-методическое пособие / В. В. Артюшенко, А. В. Никулин. - Новосибирск : Изд-во НГТУ, 2020. - 72 с. - ISBN 978-5-7782-4104-6. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866903 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396944,978-5-7782-4173-2,"Настоящее учебно-методическое пособие является продолжением учебно-методического пособия «Информационные технологии. Базовые информационные технологии». Его целью является знакомство студентов с графическими компьютерными пакетами, мультимедийными технологиями, а также средой моделирования электрических схем. Рассматривается методическое обеспечение для выполнения второго цикла лабораторного практикума, а также применение специальных технологий для подготовки научного доклада по заданной теме. В учебно-методическом пособии даются пошаговые инструкции к выполнению всех работ с опорой на специализированные учебные пособия. Оно будет полезно начинающим преподавателям информатики в качестве пособия, позволяющего организовать их работу.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Гридчин, А. В. Информационные технологии. Специальные информационные технологии : учебно-методическое пособие / А. В. Гридчин. - Новосибирск : Изд-во НГТУ, 2020. - 56 с. - ISBN 978-5-7782-4173-2. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866901 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396943,978-5-7782-4174-9,"Настоящее учебно-методическое пособие является продолжением учебно-методических пособий «Информационные технологии. Базовые информационные технологии» и «Информационные технологии. Специальные информационные технологии». Его целью является знакомство студентов с основами программирования на языке C++. В пособии даны сведения, необходимые для изучения языка программирования C++ путем выполнения третьего цикла лабораторного практикума, а также содержатся материалы, позволяющие закрепить полученные знания путем выполнения курсовой работы по программированию. В учебно-методическом пособии предлагаются пошаговые инструкции к выполнению всех работ с опорой на специализированные учебные пособия. Оно будет полезно начинающим преподавателям информатики в качестве пособия, позволяющего организовать их работу.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Гридчин, А. В. Информационные технологии. Программирование на C++ : учебно-методическое пособие / А. В. Гридчин. - Новосибирск : Изд-во НГТУ, 2020. - 68 с. - ISBN 978-5-7782-4174-9. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866900 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396942,978-5-7782-4172-5,"Пособие посвящено изучению базовых информационных технологий, включающих в себя офисные приложения, разработку и создание веб-приложений, а также проведение математических вычислений в специализированной среде MathCAD. Рассматривается роль информации в современном информационном обществе и роль человека по отношению к информации. Даны необходимые сведения для выполнения практикума первого цикла, а также для создания веб-сайтов в рамках выполнения расчетно-графической работы. Кроме того, рекомендованы пошаговые инструкции к выполнению всех работ с опорой на специализированные учебные пособия. Эта информация будет полезна начинающим преподавателям информатики и поможет им организовать работу студентов, обучающихся по специальностям 11.04.04 и 28.03.01.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Гридчин, А. В. Информационные технологии. Базовые информационные технологии : учебно-методическое пособие / А. В. Гридчин. - Новосибирск : Изд-во НГТУ, 2020. - 75 с. - ISBN 978-5-7782-4172-5. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866899 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396941,978-5-7782-3545-8,"В пособии содержатся основные сведения о стандартах в области информационных технологий. В настоящее время информационные технологии находят широкое применение во всех сферах жизнедеятельности человека. От правильности работы программных средств во многом зависят результаты труда и безопасность тысяч людей. Уделено большое внимание стандартизации программных средств и процессов их разработки, прогнозированию, оценке и управлению качеством программных средств на протяжении всего их жизненного цикла. Предназначено для специалистов в области программного обеспечения, использования в дисциплинах, изучающих принципы разработки и построения программных продуктов.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Коршикова, Л. А. Информационные технологии и стандартизация : учебное пособие / Л. А. Коршикова. - Новосибирск : Изд-во НГТУ, 2018. - 76 с. - ISBN 978-5-7782-3545-8. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866898 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396940,978-5-7782-4037-7,"Рассматриваются информационные технологии в цифровой экономике. Предлагается трактовка основных понятий, связанных с направлением «Прикладная информатика (в экономике)», общая характеристика направления, ключевые компетенции выпускника. Сформулированы цели и задачи развития цифровой экономики России, в соответствии с которыми и выстроены требования к будущим
специалистам в этой области. Выделены такие приоритеты в подготовке студентов, как научно-исследовательская работа и проектное обучение. Учебное пособие построено с учетом современных требований к специалистам в области цифровой экономики, предназначено для студентов УГСН (укрупненной группы направления и специальностей), обучающихся по направлению 09.00.00.","[['3297', 'Вычислительная техника'], ['6501', 'Общая экономическая теория']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Курчеева, Г. И. Информационные технологии в цифровой экономике : учебное пособие / Г. И. Курчеева, И. Н. Томилов. - Новосибирск : Изд-во НГТУ, 2019. - 79 с. - ISBN 978-5-7782-4037-7. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866897 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396939,978-5-7782-3500-7,"Рассматриваются основные понятия электронного бизнеса и его место в современной экономике, главные составляющие электронной коммерции и финансовые структуры электронного рынка.
Пособие построено с учетом современных требований к специалистам в области информационных технологий и экономики. Предназначено для студентов вуза, аспирантов и преподавателей, а также
может быть рекомендовано специалистам в области информационных технологий и экономики, руководителям предприятий и предпринимателям.","[['6529', 'Экономика предприятия (фирмы)']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Курчеева, Г. И. Информационное и программное обеспечение электронного бизнеса : учебное пособие / Г. И. Курчеева, М. А. Бакаев, В. А. Хворостов. - Новосибирск : Изд-во НГТУ, 2018. - 107 с. - ISBN 978-5-7782-3500-7. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866896 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
https://znanium.com/catalog/document?id=396938,978-5-7782-3918-0,"Учебно-методическое пособие включает: описание основ защиты информации, содержащейся в базах данных; информационных ресурсов; угроз утечки информации; актуальных угроз безопасности для финансово-кредитных организаций, а также авторскую методику оценки рисков нарушения информационной безопасности на предприятиях. Приводятся общие сведения об эффективных методах защиты информации баз данных. Предназначено для студентов вузов, изучающих курс «Информационные технологии и обеспечение комплексной защиты информации», может быть полезно специалистам банковских, финансовых и инвестиционных организаций.","[['3297', 'Вычислительная техника']]","[['004', 'Информационные технологии. Вычислительная техника...']]","Моргунов, А. В. Информационная безопасность : учебно-методическое пособие / А. В. Моргунов. - Новосибирск : Изд-во НГТУ, 2019. - 83 с. - ISBN 978-5-7782-3918-0. - Текст : электронный. - URL: https://znanium.com/catalog/product/1866895 (дата обращения: 19.01.2023). – Режим доступа: по подписке."
